archivo_descargado,ruta_archivo,id,url,Sede,Genero,tecnica_grupo,Tecnica,Estado,Municipio,status,error_msg
020-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/020-Mérida-Telar_de_cintura.jpg,020-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F06fa2440-59a9-4ef5-95cf-05726f8a45f5%2F17605629779115090056370852152240-15_16_52.jpg,Mérida,hombre,Telar de cintura,Telar de cintura,Chiapas,Larráinzar,ok,NA
022-Mérida-Jun.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/022-Mérida-Jun.jpg,022-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fcdaa845f-f6d0-4b0b-87c0-20d1ea863cff%2F20251015_152208-15_22_24.jpg,Mérida,mujer,Bordado a mano,Jun,Veracruz de Ignacio de la Llave,Papantla de Olarte,ok,NA
023-Mérida-Bordado_Mazahua.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/023-Mérida-Bordado_Mazahua.jpg,023-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F2b375491-bdb7-412e-85fb-dfdbe8f925cf%2F1000120292-15_22_38.jpg,Mérida,mujer,Bordado a mano,Bordado Mazahua,México,NA,ok,NA
026-Mérida-Luchbilltaaval.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/026-Mérida-Luchbilltaaval.jpeg,026-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F84bc0d1c-d670-4ab7-ab71-72b03b917659%2FIMG_1445-15_24_22.jpeg,Mérida,mujer,Bordado a mano,Luchbilltaaval,Chiapas,NA,ok,NA
027-Mérida-Tafetán.png,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/027-Mérida-Tafetán.png,027-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fc95d23f6-b4fd-4f6d-ab3a-8f0d210e3b2b%2F1000085278-15_21_17.png,Mérida,hombre,Telar de cintura,Tafetán,Morelos,Hueyapan,ok,NA
028-Mérida-Sarape_Fino_de_Saltillo.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/028-Mérida-Sarape_Fino_de_Saltillo.jpg,028-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F770faa4b-6325-4ccb-ba46-f77f4b56a14c%2F1000003496-15_23_38.jpg,Mérida,mujer,Telar de cintura,Sarape Fino de Saltillo,Coahuila de Zaragoza,Saltillo,ok,NA
029-Mérida-Renacimiento.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/029-Mérida-Renacimiento.jpg,029-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F15bc5f84-f1c0-42cf-a83e-9e3b8de1fce7%2F1000013779-15_26_2.jpg,Mérida,mujer,Bordado a máquina,Renacimiento,Campeche,Dzitbalché,ok,NA
030-Mérida-Macizo.png,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/030-Mérida-Macizo.png,030-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fea9ded77-5892-4691-96dc-fe29e7853a0f%2FIMG_5362-15_25_33.png,Mérida,mujer,Bordado a mano,Macizo,Oaxaca,San Francisco Ixhuatán,ok,NA
031-Mérida-Tääsuun_ekëëp.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/031-Mérida-Tääsuun_ekëëp.jpg,031-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Faef972c9-bd4e-4631-a4cd-cef3960ef864%2F20240920_134347-15_23_5.jpg,Mérida,hombre,Bordado a máquina,Tääsuun ekëëp,Oaxaca,Huautla de Jiménez,ok,NA
033-Mérida-Enrollado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/033-Mérida-Enrollado.jpg,033-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ff3e543d4-298a-44c0-a4ca-3baac30889d4%2FIMG_20250918_151851-15_16_20.jpg,Mérida,hombre,Bordado a mano,Enrollado,Chiapas,Chenalhó,ok,NA
034-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/034-Mérida-Telar_de_cintura.jpg,034-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F3b856fce-948c-4e30-a4e4-45f97628caaf%2F1000048460-15_26_18.jpg,Mérida,mujer,Telar de cintura,Telar de cintura,Guerrero,Xochistlahuaca,ok,NA
035-Mérida-Anudado_o_empuntado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/035-Mérida-Anudado_o_empuntado.jpg,035-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F5d95df04-b9a0-4a8a-8d74-04311a349975%2FAirBrush_20241016120052-15_27_26.jpg,Mérida,hombre,Bordado a mano,Anudado o empuntado,Chiapas,Tenejapa,ok,NA
036-Mérida-Pepenado.png,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/036-Mérida-Pepenado.png,036-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F17ca033e-5b27-4c8b-a24c-bcbe702ab1d0%2FScreenshot_20250928-142200-15_23_20.png,Mérida,mujer,Bordado a mano,Pepenado,Tlaxcala,Ixtenco,ok,NA
056-Mérida-Rejilla.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/056-Mérida-Rejilla.jpg,056-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fc53d4b10-e9cf-4655-805e-f0b84138a0c8%2F20251010_061136-15_29_6.jpg,Mérida,mujer,Bordado a máquina,Rejilla,Yucatán,Valladolid,ok,NA
037-Mérida-Hilván.png,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/037-Mérida-Hilván.png,037-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F17ca033e-5b27-4c8b-a24c-bcbe702ab1d0%2FScreenshot_20250928-142200-15_23_20.png,Mérida,mujer,Bordado a mano,Hilván,Tlaxcala,Ixtenco,ok,NA
"038-Mérida-Polkan,_baak_kaan,_puuch_kaan.jpeg","C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/038-Mérida-Polkan,_baak_kaan,_puuch_kaan.jpeg",038-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fb4489f36-81da-4af8-a82a-15b6f8010487%2FIMG-20251011-WA0010-16_28_3.jpeg,Mérida,mujer,Bordado a mano,"Polkan, baak kaan, puuch kaan",Quintana Roo,Felipe Carrillo Puerto,ok,NA
040-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/040-Mérida-Punto_de_Cruz.jpg,040-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F6f1bfe92-318d-4de8-8112-a20d7f0f405c%2F17605636895856952104561053908636-15_28_21.jpg,Mérida,mujer,Bordado a mano,Punto de Cruz,Yucatán,Muna,ok,NA
057-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/057-Mérida-Punto_de_Cruz.jpg,057-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F96e2642b-7c42-4012-949c-b0c669e1c576%2F17605638837764265283245179312227-15_32_7.jpg,Mérida,mujer,Bordado a mano,Punto de Cruz,Yucatán,Teabo,ok,NA
043-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/043-Mérida-Telar_de_cintura.jpg,043-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F33a8dd5f-bbb8-4cda-9e38-086b27b096e1%2F1000143490-15_29_5.jpg,Mérida,mujer,Telar de cintura,Telar de cintura,Oaxaca,San Juan Cotzocón,ok,NA
044-Mérida-Tafetán.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/044-Mérida-Tafetán.jpg,044-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fa0e9ab8c-fef8-48d6-bab7-afdb1f17a7ad%2FScreenshot_2025-10-15-15-28-35-91-15_29_9.jpg,Mérida,mujer,Telar de cintura,Tafetán,Morelos,Hueyapan,ok,NA
045-Mérida-Tejido_de_fibra_natural.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/045-Mérida-Tejido_de_fibra_natural.jpg,045-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F1fc16004-db70-423e-9586-484bd34f275a%2Fimage-15_28_10.jpg,Mérida,mujer,Bordado a máquina,Tejido de fibra natural,Hidalgo,San Salvador,ok,NA
047-Mérida-Jaspeado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/047-Mérida-Jaspeado.jpg,047-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F94e1027a-193f-4d86-b8d8-ae2bf60b3e15%2Fimage-15_28_51.jpg,Mérida,mujer,Bordado a máquina,Jaspeado,Yucatán,Tekom,ok,NA
048-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/048-Mérida-Telar_de_cintura.jpg,048-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ff28ecf7c-99b2-48b3-9244-c8d735691652%2FIMG_20251010_153323-15_30_6.jpg,Mérida,mujer,Telar de cintura,Telar de cintura,Chiapas,Zinacantán,ok,NA
049-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/049-Mérida-Punto_de_Cruz.jpg,049-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F9d277f7b-0ebd-4407-aeea-f5fd8f8ceba9%2FIMG-20240808-WA0011-15_29_39.jpg,Mérida,mujer,Bordado a mano,Punto de Cruz,Oaxaca,Huautla de Jiménez,ok,NA
050-Mérida-Punto_confite.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/050-Mérida-Punto_confite.jpg,050-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fa43f3319-5a3f-4bb2-87e2-81b2c7facbd1%2F1000383485-15_29_51.jpg,Mérida,mujer,Bordado a mano,Punto confite,Puebla,Atlequizayan,ok,NA
051-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/051-Mérida-Punto_de_Cruz.jpg,051-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fd19eb6f1-d3b9-4721-bc46-2b1dc18cac73%2FIMG-20251015-WA0027-15_30_29.jpg,Mérida,hombre,Bordado a mano,Punto de Cruz,Chiapas,Chilón,ok,NA
053-Mérida-Zigzag.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/053-Mérida-Zigzag.jpeg,053-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F1413e40d-dd2b-4062-827a-2fac50f34ec0%2FIMG_6225-15_30_17.jpeg,Mérida,mujer,Bordado a mano,Zigzag,Chiapas,Chamula,ok,NA
054-Mérida-Flor_de_palma.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/054-Mérida-Flor_de_palma.jpg,054-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F748bdeeb-ee2f-4045-bf03-d44c0b3df843%2F1000286757-15_31_23.jpg,Mérida,mujer,Bordado a mano,Flor de palma,Chiapas,Venustiano Carranza,ok,NA
055-Mérida-Bordado_raramuri.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/055-Mérida-Bordado_raramuri.jpg,055-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F9d75b52e-2106-4538-909e-46369464d96b%2F1000120293-15_31_54.jpg,Mérida,mujer,Bordado a mano,Bordado raramuri,Chihuahua,Bocoyna,ok,NA
058-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/058-Mérida-Telar_de_cintura.jpg,058-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F1e63f501-1577-4cac-8d2d-e25c6c3e6e3f%2F17605639539215733349595061177968-15_32_51.jpg,Mérida,mujer,Telar de cintura,Telar de cintura,Oaxaca,San Juan Bautista Tuxtepec,ok,NA
060-Mérida-Rejilla.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/060-Mérida-Rejilla.jpeg,060-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F73b96778-c18a-4ef0-ad08-44890478e8a7%2FIMG_3796-15_32_33.jpeg,Mérida,mujer,Bordado a máquina,Rejilla,Yucatán,Acanceh,ok,NA
093-Mérida-Jolobil.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/093-Mérida-Jolobil.jpg,093-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F3604714b-b8ac-4c8e-ba93-42ccdc3b4a29%2FIMG20250301155023-15_40_14.jpg,Mérida,mujer,Bordado a mano,Jolobil,Chiapas,Zinacantán,ok,NA
061-Mérida-Calado.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/061-Mérida-Calado.jpeg,061-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F73b96778-c18a-4ef0-ad08-44890478e8a7%2FIMG_3796-15_32_33.jpeg,Mérida,mujer,Bordado a máquina,Calado,Yucatán,Acanceh,ok,NA
062-Mérida-Macizo.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/062-Mérida-Macizo.jpeg,062-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F73b96778-c18a-4ef0-ad08-44890478e8a7%2FIMG_3796-15_32_33.jpeg,Mérida,mujer,Bordado a máquina,Macizo,Yucatán,Acanceh,ok,NA
065-Mérida-Telar_de_cintura.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/065-Mérida-Telar_de_cintura.jpeg,065-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F3fde5760-b8ca-45cb-8378-e2845607d230%2FIMG_2368-15_32_41.jpeg,Mérida,mujer,Telar de cintura,Telar de cintura,Michoacán de Ocampo,Nahuatzen,ok,NA
066-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/066-Mérida-Punto_de_Cruz.jpg,066-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F0ddecd3c-3010-4853-b410-109a57276931%2F1000040967-15_34_44.jpg,Mérida,hombre,Bordado a mano,Punto de Cruz,Guerrero,Cochoapa el Grande,ok,NA
069-Mérida-Rococó.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/069-Mérida-Rococó.jpg,069-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F77a322c7-c272-4365-9b99-a1be0875377c%2F1000021915-15_33_57.jpg,Mérida,mujer,Bordado a mano,Rococó,Chiapas,Venustiano Carranza,ok,NA
074-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/074-Mérida-Punto_de_Cruz.jpg,074-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ff79efa41-e8c8-4ad2-8ef0-087d36497055%2F1000121424-15_35_43.jpg,Mérida,mujer,Bordado a mano,Punto de Cruz,Querétaro,Amealco de Bonfil,ok,NA
078-Mérida-Macizo.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/078-Mérida-Macizo.jpg,078-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fdd3bb8dc-6f96-4aba-926b-f45484752111%2F20230106_115314-15_36_58.jpg,Mérida,mujer,Bordado a máquina,Macizo,Yucatán,Tekit,ok,NA
080-Mérida-Zarga.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/080-Mérida-Zarga.jpg,080-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fd0c1b950-ddb1-4ac3-9332-071dd293a60f%2F1000006602-15_37_10.jpg,Mérida,mujer,Telar de cintura,Zarga,Puebla,Tepexco,ok,NA
161-Mérida-Rococó.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/161-Mérida-Rococó.jpg,161-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ff9f17530-0d6a-4433-961f-a3cc36414066%2F1000278191-15_56_45.jpg,Mérida,mujer,Bordado a mano,Rococó,Puebla,Atlequizayan,ok,NA
081-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/081-Mérida-Telar_de_cintura.jpg,081-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F63507315-fb36-42fa-ab2f-d53b438c746e%2FScreenshot_20251015_153458_com.android.gallery3d-15_35_45.jpg,Mérida,mujer,Telar de cintura,Telar de cintura,Chiapas,Larráinzar,ok,NA
102-Mérida-Rejilla.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/102-Mérida-Rejilla.jpg,102-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F57f2ee39-b2b1-47d4-8f7e-38903cb8db74%2F17605645069861623763096975333826-15_42_38.jpg,Mérida,mujer,Bordado a máquina,Rejilla,Yucatán,Tekit,ok,NA
082-Mérida-Punto_de_Cruz.heic,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/082-Mérida-Punto_de_Cruz.heic,082-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F266c5707-78fa-442b-979b-05c2013514ff%2F20250109_085832-15_2_52-15_27_17.heic,Mérida,mujer,Bordado a mano,Punto de Cruz,Chiapas,Yajalón,ok,NA
